acct_id,cust_initials,txn_date,txn_amount,merchant_category,merchant_zip,txn_type,balance_after
6423-4623-6643,AD,2024-03-28,2289.51,Utilities,66824,transfer,25182.8
8664-1510-2825,RQ,2024-10-09,4029.11,Gas Station,54342,payment,1628.65
6248-3448-3568,CP,2024-01-22,4036.77,Restaurant,83220,credit,44193.57
5853-7785-1153,TV,2024-02-18,1431.23,Groceries,74086,transfer,2809.13
1991-7525-6549,TA,2024-08-20,3357.59,Entertainment,40215,credit,15057.6
2225-9319-2870,CL,2024-10-31,1812.46,Restaurant,31876,credit,11273.79
9397-8703-7819,NE,2024-12-11,1041.89,Groceries,49191,transfer,10952.45
4805-0362-4427,GS,2024-11-10,3091.2,Healthcare,01040,debit,20684.23
7146-3498-3019,AL,2024-10-28,2974.79,Restaurant,56320,payment,8075.94
3319-2210-6562,ZJ,2024-11-21,4779.62,Restaurant,96333,credit,26578.4
7570-5335-8411,VY,2024-11-26,114.28,Healthcare,57015,credit,12061.92
2704-4819-6365,HM,2024-01-13,2203.73,Gas Station,21523,transfer,33835.54
4587-4023-6827,OE,2024-05-10,1240.11,Entertainment,60394,transfer,4811.78
1095-5372-0870,SH,2024-12-15,955.98,Groceries,37945,credit,27670.69
7362-5369-0898,TA,2024-03-10,3498.92,Entertainment,48930,payment,31541.35
3789-1382-0162,VR,2024-10-28,1061.42,Restaurant,76100,payment,34697.32
6845-7085-2652,ZN,2024-10-09,2124.62,Online Shopping,28421,payment,22449.41
4349-2080-3085,PT,2024-01-11,2842.23,Restaurant,09615,credit,33816.56
3028-6199-9955,FX,2024-06-22,3408.76,Healthcare,38753,debit,4140.2
9867-2051-2778,QB,2024-03-14,4530.84,Groceries,13465,transfer,12498.52
2073-2625-6811,HN,2024-07-09,4547.41,Groceries,71372,credit,34188.33
9936-3798-5487,AU,2024-03-21,2872.67,Groceries,67564,payment,42380.43
1154-8961-9186,AX,2024-01-11,4281.61,Restaurant,29415,transfer,20524.47
7778-4354-2853,EC,2024-05-14,3527.33,Entertainment,57977,debit,9842.71
2731-1279-4262,QB,2024-03-13,216.15,Travel,26081,payment,25507.04
9927-9402-2149,HI,2024-06-10,3549.81,Travel,56325,payment,6576.84
6951-3386-1938,SY,2024-05-03,4480.35,Travel,47558,credit,13133.49
8604-2038-9995,VP,2024-06-13,3675.67,Restaurant,24175,payment,14529.03
2570-5459-0051,MG,2024-10-27,66.77,Restaurant,23262,credit,29300.04
5776-3526-8212,AS,2024-05-08,1994.56,Restaurant,33112,payment,26022.58
2176-8971-3958,CF,2024-05-08,817.08,Travel,11962,credit,16480.13
9693-3536-4902,MM,2024-01-09,4806.05,Travel,29601,transfer,21815.28
5569-7083-1946,GK,2024-12-11,3168.17,Gas Station,76373,transfer,19103.89
2115-9520-2233,CD,2024-08-05,2999.2,Restaurant,66200,debit,47961.82
5798-1098-0812,ED,2024-11-20,4889.54,Entertainment,24969,debit,23236.31
3467-0111-0277,EX,2024-10-13,884.75,Entertainment,48269,debit,37262.37
1733-9747-7140,MI,2024-12-03,4348.57,Utilities,09792,transfer,44917.52
4288-0011-4455,DC,2024-03-18,897.76,Travel,21270,debit,44468.5
6565-0684-0641,KJ,2024-11-01,2677.41,Gas Station,93278,transfer,22838.78
5311-4163-9533,YF,2024-09-07,1934.84,Gas Station,14655,payment,44105.62
5470-8220-7843,JI,2024-04-11,2396.21,Travel,05288,credit,33892.6
8790-4000-5241,MO,2024-10-27,4303.57,Utilities,57874,debit,20826.89
1684-2711-8434,ST,2024-11-10,1712.05,Entertainment,36376,credit,28649.37
1162-0569-3183,YH,2024-10-04,340.48,Travel,43560,payment,9267.62
8483-7906-5155,YJ,2024-10-24,1207.05,Entertainment,88706,credit,14772.49
7800-8810-1814,IC,2024-05-13,2234.4,Restaurant,34859,debit,4284.36
6187-4864-4009,KY,2024-05-01,3369.63,Gas Station,55998,transfer,38820.71
8053-9887-2510,OE,2024-09-12,4380.59,Entertainment,93985,credit,5123.2
0846-5797-4812,JC,2024-04-29,4107.64,Online Shopping,00638,payment,7032.78
2237-2606-9836,AR,2024-06-03,4969.02,Healthcare,52052,debit,11350.7
0176-1534-5190,MK,2024-12-28,1192.43,Gas Station,39766,payment,2794.33
2468-6907-6643,EN,2024-02-06,1480.0,Groceries,73792,payment,33426.53
5920-8955-0467,CI,2024-11-08,2943.15,Healthcare,47132,credit,13176.57
1687-0073-1983,TT,2024-09-06,1734.57,Entertainment,32769,transfer,18970.98
9217-1112-0631,DC,2024-12-09,3784.21,Restaurant,05945,payment,5833.75
9518-7384-3300,ZM,2024-04-18,4319.74,Healthcare,24821,payment,8580.25
5499-6587-9222,TC,2024-07-11,2084.85,Travel,92096,credit,3346.25
1142-8003-5228,KR,2024-01-22,1973.27,Utilities,30620,credit,5562.53
0259-1695-0127,HH,2024-12-22,3277.07,Utilities,41424,transfer,16078.92
6354-8117-3453,EE,2024-02-27,4357.23,Gas Station,45166,credit,40986.99
8056-8812-2356,HU,2024-09-08,2140.04,Groceries,24101,payment,25708.86
3422-1671-1492,IC,2024-12-11,910.69,Utilities,90682,payment,29835.36
9738-5228-2015,EK,2024-08-27,2872.34,Utilities,92471,payment,22264.51
9134-4472-8660,WY,2024-07-23,3196.16,Entertainment,24673,credit,3694.42
7768-7913-3724,RN,2024-07-29,2491.28,Gas Station,22847,debit,7982.72
4922-0716-1559,GD,2024-02-29,1528.67,Online Shopping,71551,transfer,25262.53
0835-1222-5632,MB,2024-07-08,452.59,Travel,25278,payment,35014.25
2661-9385-7479,NM,2024-11-22,366.04,Travel,64567,payment,41931.48
8373-4096-5841,OE,2024-01-20,1908.81,Utilities,82570,transfer,31537.58
7744-8192-3550,WJ,2024-08-26,4023.08,Travel,22573,payment,16655.44
1852-5445-4999,UO,2024-10-12,2289.92,Gas Station,89692,payment,30789.51
0085-2836-3974,AU,2024-08-05,77.44,Travel,02300,payment,47084.44
5430-6087-7061,NF,2024-04-11,2694.1,Online Shopping,45508,transfer,11560.64
1519-3863-3723,XV,2024-11-29,1561.41,Entertainment,98557,credit,13446.26
1389-7471-8457,ME,2024-07-03,4264.76,Online Shopping,99333,debit,2796.25
2100-9693-9645,TN,2024-03-08,4356.66,Utilities,13257,credit,23733.6
3203-9179-4669,IF,2024-06-14,4956.98,Travel,59543,debit,29244.21
5860-4771-4669,WD,2024-11-08,2423.2,Online Shopping,23134,transfer,14626.56
9310-3563-6502,UU,2024-03-29,3939.98,Travel,58659,payment,19619.05
5262-1944-9069,UN,2024-01-24,4012.77,Restaurant,94140,payment,43635.4
9003-9011-6195,HC,2024-07-25,2928.41,Gas Station,82817,payment,13536.38
7845-2313-8616,TN,2024-07-19,4308.88,Utilities,73725,payment,36540.94
7825-0602-2163,UA,2024-03-10,1529.61,Groceries,89820,payment,7644.67
3675-7456-2889,IU,2024-12-26,3008.69,Travel,19990,credit,12675.96
0626-0593-3759,ML,2024-04-24,24.58,Utilities,43236,transfer,12746.14
1850-7471-4820,SK,2024-01-23,198.36,Groceries,86177,credit,40079.59
3096-5889-4812,ZT,2024-10-10,4734.51,Online Shopping,90866,transfer,23309.0
4798-8494-0746,QJ,2024-01-10,215.62,Travel,17984,debit,44295.41
5984-0083-3920,DC,2024-08-18,82.89,Utilities,07315,transfer,14162.14
8839-8628-0089,BJ,2024-04-10,264.76,Healthcare,36301,transfer,2036.93
9676-0916-6223,WJ,2024-09-10,1773.17,Utilities,93342,debit,8764.21
8331-2320-4393,MW,2024-12-14,3209.64,Entertainment,19857,debit,6265.15
8142-5462-7432,WB,2024-02-19,3947.07,Online Shopping,00805,transfer,14667.27
5675-6824-6580,TJ,2024-09-18,3362.78,Utilities,46849,credit,18815.82
5551-9900-8201,VO,2024-12-24,3090.47,Restaurant,14014,payment,47538.87
3869-7271-9920,VH,2024-05-18,4527.9,Entertainment,02436,credit,33290.75
2932-8858-0167,CY,2024-06-23,1419.76,Groceries,21909,payment,16546.11
3589-6592-1664,PJ,2024-08-19,1033.96,Entertainment,91935,credit,9491.31
3273-0659-0602,ZP,2024-10-30,1020.31,Gas Station,65055,transfer,20111.9
6177-5356-1387,CM,2024-10-07,941.5,Utilities,52796,payment,33432.95
0661-8413-8947,OL,2024-08-13,2168.84,Online Shopping,81443,transfer,7733.38
2419-6143-7603,HQ,2024-04-16,3670.57,Groceries,40057,debit,1177.09
4676-0827-8904,PA,2024-04-28,3781.29,Groceries,35391,payment,16044.27
7927-7672-9330,PV,2024-10-23,4824.98,Entertainment,04991,transfer,10868.28
1632-6482-5186,MY,2024-06-27,3493.16,Gas Station,20629,credit,45452.44
1051-9299-6251,CJ,2024-06-24,4633.67,Healthcare,57459,debit,13357.22
2354-7825-5551,LQ,2024-02-27,1773.83,Entertainment,50968,credit,5726.76
5150-5979-6681,KO,2024-09-17,356.54,Restaurant,05731,debit,22849.7
7860-7520-2971,ST,2024-09-22,1044.49,Online Shopping,78500,payment,43375.35
0277-8633-1865,FW,2024-07-03,3045.7,Utilities,09202,credit,11515.68
5084-3437-4368,RE,2024-10-01,1452.49,Groceries,65448,credit,13236.55
6279-9609-4186,HS,2024-05-27,571.59,Gas Station,66173,debit,5157.87
7666-5380-1559,PW,2024-10-19,2040.92,Groceries,02803,payment,42288.95
3542-9682-8157,TZ,2024-06-22,2109.54,Healthcare,39744,transfer,36112.72
4464-4275-5635,FI,2024-02-08,266.26,Travel,78289,credit,31802.98
0380-7336-3925,SA,2024-04-30,3082.19,Restaurant,54707,payment,27053.62
7029-7633-9559,IR,2024-05-04,777.62,Gas Station,10634,credit,33412.97
6191-1137-1783,UA,2024-07-15,3524.35,Entertainment,08158,credit,2369.3
7256-1714-2236,SB,2024-08-02,2559.46,Entertainment,75732,credit,19962.21
8152-1345-3540,AN,2024-06-11,406.99,Online Shopping,61676,transfer,26927.66
1991-3091-4635,XL,2024-11-19,2506.04,Travel,59042,credit,16213.84
4889-1543-9894,VN,2024-11-03,358.27,Entertainment,73123,credit,10194.8
5560-5284-0813,WD,2024-04-02,4464.36,Healthcare,44246,debit,22516.21
7880-5645-8963,SO,2024-11-05,3464.5,Utilities,81853,credit,20901.97
7960-4481-5459,MX,2024-07-06,4335.32,Healthcare,36084,credit,9784.99
2989-7073-3674,AT,2024-08-30,3093.93,Gas Station,16833,payment,27049.04
1313-4006-4706,QK,2024-10-01,2807.44,Entertainment,85236,payment,20842.95
5420-6089-5318,IW,2024-07-06,4946.22,Entertainment,85635,credit,21593.98
2417-9841-7524,PK,2024-01-10,1763.36,Gas Station,21738,payment,48754.84
5777-6744-3464,YW,2024-04-15,3621.85,Online Shopping,35870,payment,20589.63
9068-7183-1343,YZ,2024-05-25,4426.83,Gas Station,56294,payment,43519.76
6987-0492-5995,LN,2024-03-21,332.03,Restaurant,55740,payment,10541.72
6772-6570-9850,UN,2024-02-15,3341.36,Healthcare,20633,payment,25916.83
1251-1643-5864,EQ,2024-04-27,2839.12,Groceries,84694,transfer,30961.02
6995-9356-1897,IK,2024-12-21,1036.09,Groceries,98364,payment,4013.47
2997-0636-1514,MS,2024-11-01,2816.74,Gas Station,61897,payment,48056.25
5089-2950-1090,TI,2024-09-15,3999.03,Travel,54186,debit,45653.65
4969-3125-1004,YA,2024-08-07,4220.28,Restaurant,53362,debit,34737.84
5048-7093-5168,GV,2024-10-29,65.4,Gas Station,54793,debit,8497.39
7328-2781-4315,UL,2024-07-16,1278.04,Gas Station,56375,transfer,39985.12
5837-3823-6473,IQ,2024-10-20,2907.82,Groceries,09833,payment,39922.38
1372-5822-7130,CE,2024-08-18,1848.42,Groceries,62862,payment,49718.65
8529-3131-7472,UA,2024-07-23,659.54,Utilities,76588,credit,18687.0
5933-7198-0369,MD,2024-09-08,4621.74,Online Shopping,03335,debit,44599.71
3093-0633-3710,RO,2024-09-03,940.61,Restaurant,96111,debit,21142.73
9908-4388-0216,QF,2024-11-27,2049.39,Online Shopping,99804,debit,10449.04
8165-3051-3040,UB,2024-05-06,1952.07,Travel,73657,transfer,48472.06
5376-8364-6144,MX,2024-03-21,1644.56,Restaurant,22083,credit,14387.38
7908-1759-3709,MA,2024-11-22,1035.22,Healthcare,30579,transfer,24364.54
6125-9307-0789,TA,2024-12-14,862.71,Healthcare,53532,payment,17933.35
1774-3142-8508,BV,2024-11-02,4109.6,Restaurant,06645,payment,11370.6
3473-9350-2769,NI,2024-03-04,846.68,Travel,03205,payment,45934.77
3411-2341-5128,GW,2024-07-18,1024.69,Travel,05595,transfer,38490.99
9934-8527-2399,HJ,2024-11-19,4451.71,Groceries,04106,credit,19493.35
3857-5176-9185,JU,2024-11-14,622.84,Utilities,51160,debit,25772.38
3087-4775-3802,JW,2024-04-14,2086.08,Gas Station,33085,debit,12554.01
8350-9855-9955,PA,2024-05-06,3118.8,Online Shopping,61098,debit,18150.89
0461-8734-9864,OZ,2024-02-14,3071.36,Gas Station,05943,debit,43433.75
3860-1139-0968,FG,2024-02-27,2819.54,Healthcare,12538,debit,44895.51
4070-4860-6587,LB,2024-03-29,374.78,Entertainment,75003,payment,27586.95
7652-6354-1408,VG,2024-01-15,4657.02,Restaurant,20985,transfer,6762.85
0180-6853-2755,AC,2024-09-08,4208.64,Healthcare,59071,credit,46548.2
5410-0600-0214,BA,2024-11-23,4471.62,Restaurant,99939,credit,23892.25
9037-9861-9205,ZE,2024-10-27,2419.19,Online Shopping,16258,transfer,27793.77
8486-0760-9060,KF,2024-10-31,1870.31,Entertainment,73706,debit,47344.6
1822-9051-8148,TC,2024-01-31,2106.82,Gas Station,45780,debit,22243.25
6991-7185-4690,NG,2024-04-21,481.29,Entertainment,33986,payment,11399.09
9339-8111-7429,WF,2024-02-14,3050.24,Travel,01192,credit,20506.32
7302-2551-6371,YI,2024-08-18,2545.42,Restaurant,31107,transfer,6061.4
9910-1670-7918,NV,2024-11-01,4737.09,Entertainment,92247,credit,17324.5
2704-8104-1988,IX,2024-12-22,3828.22,Travel,70220,transfer,10061.53
0836-7296-1359,XF,2024-02-10,3295.54,Utilities,95470,transfer,7702.81
4036-3870-0407,UL,2024-02-03,1565.88,Travel,98571,debit,2505.82
2257-5039-7008,PJ,2024-05-03,4543.67,Gas Station,02432,credit,4723.63
8739-2506-6774,SY,2024-07-20,3198.81,Utilities,28929,payment,17135.77
9225-8212-2998,GS,2024-01-20,621.3,Utilities,31554,payment,35476.86
3042-8133-1800,TB,2024-01-31,4648.7,Travel,57432,payment,26448.45
8835-7867-1296,SI,2024-01-14,1998.43,Healthcare,46921,payment,44861.55
1358-5432-5488,JX,2024-03-22,4270.47,Online Shopping,25136,payment,23911.61
0714-8160-3407,GE,2024-05-16,2943.77,Online Shopping,33660,credit,21025.98
2770-3983-1748,EY,2024-02-16,3600.8,Healthcare,80484,payment,41603.91
4193-7344-7761,MY,2024-08-07,4593.22,Utilities,73680,transfer,10784.67
7655-6582-1805,YA,2024-03-06,2828.07,Gas Station,16113,transfer,40770.85
6009-7683-6187,AG,2024-09-25,2700.14,Groceries,44350,payment,21791.73
6137-7436-1378,LE,2024-09-17,37.09,Travel,95175,debit,46628.32
4678-9920-3812,OP,2024-04-02,3928.38,Entertainment,21352,transfer,26128.35
3288-1900-1283,EW,2024-12-20,3635.76,Travel,36957,credit,14753.24
4207-3050-6437,EW,2024-04-21,3014.78,Gas Station,11879,credit,21062.69
3470-8454-3685,WM,2024-05-25,295.8,Travel,29269,transfer,25095.62
7163-4913-5039,WN,2024-02-14,563.73,Healthcare,18397,transfer,5591.1
0962-5318-6846,EB,2024-04-25,1675.99,Restaurant,27960,payment,4724.12
3284-4253-9474,MP,2024-02-04,348.43,Travel,40623,debit,35441.73
4031-5251-0268,IG,2024-09-08,2089.56,Utilities,05559,debit,13918.8
1395-2105-1641,FD,2024-12-12,4616.65,Utilities,26654,transfer,18292.43
2036-1745-3266,ON,2024-08-09,3097.84,Online Shopping,63520,credit,33879.21
0792-6797-0114,IY,2024-05-16,1489.09,Travel,70964,credit,11052.68
2814-8713-5598,LM,2024-03-17,3352.9,Utilities,95984,transfer,20070.71
7886-5843-4543,EI,2024-12-13,2073.08,Groceries,18484,payment,5380.08
1032-8797-6675,PD,2024-08-19,2059.88,Gas Station,63822,transfer,49019.96
3676-6712-7080,YO,2024-03-14,3410.74,Entertainment,61849,transfer,14816.14
1748-2406-2398,BC,2024-12-04,681.37,Utilities,47315,debit,32037.26
6235-8333-5039,NL,2024-05-15,1249.04,Travel,75534,transfer,10203.03
6713-7855-6407,YR,2024-07-05,2144.42,Utilities,50311,transfer,44771.81
7382-9092-6890,TL,2024-11-11,206.28,Online Shopping,46643,debit,32981.36
7933-8003-5698,XA,2024-12-28,2817.52,Gas Station,80707,debit,16874.57
9718-8173-5497,OI,2024-06-03,3355.83,Online Shopping,87502,credit,43497.09
9955-0833-9272,LF,2024-02-29,3925.84,Online Shopping,23043,credit,7982.76
5179-1328-5403,SD,2024-02-02,2636.29,Groceries,27516,credit,42528.88
6259-0212-2721,SG,2024-05-19,4702.44,Online Shopping,80348,payment,41285.06
8327-2692-3958,VP,2024-06-10,3616.85,Gas Station,89612,credit,11160.12
0693-1280-0039,RQ,2024-05-08,3006.88,Gas Station,59807,credit,13263.48
7896-8103-9601,JD,2024-09-16,4060.37,Online Shopping,02044,transfer,7554.23
5107-0612-1677,OT,2024-07-03,1261.46,Entertainment,87853,debit,42442.31
4476-9992-1028,RK,2024-01-05,2962.0,Entertainment,30111,payment,42723.43
4038-1975-6617,ZM,2024-09-19,794.7,Travel,78678,debit,44981.73
6550-6859-3225,VZ,2024-09-29,334.85,Gas Station,32969,payment,28169.12
9269-2028-3631,XF,2024-12-22,710.14,Online Shopping,98228,debit,3464.5
6312-8341-8058,RC,2024-09-04,4900.97,Entertainment,75221,credit,2277.9
1983-0907-0741,TK,2024-04-20,2386.71,Utilities,76681,debit,29289.62
1190-7235-9404,UV,2024-03-31,244.34,Healthcare,41503,transfer,47022.13
6236-8839-9433,MP,2024-07-18,1930.56,Utilities,01903,payment,16062.62
3475-6546-6509,PD,2024-10-23,2161.27,Travel,54833,transfer,29550.77
3854-5786-9619,LI,2024-03-20,2540.95,Travel,02378,debit,4533.17
0268-8365-3400,KF,2024-08-26,900.24,Entertainment,28299,payment,35677.02
8740-9405-2361,OJ,2024-10-11,3361.44,Entertainment,13576,transfer,35894.53
1440-5260-3708,OB,2024-04-24,4956.86,Gas Station,15536,credit,42534.14
0153-8204-2018,IY,2024-05-23,1244.54,Gas Station,48929,credit,38105.44
4000-2036-8126,NR,2024-02-29,2857.83,Utilities,27845,credit,35923.9
8167-0912-3599,BN,2024-04-21,1473.24,Entertainment,86570,debit,10074.7
9444-6366-3665,GI,2024-11-18,3920.12,Online Shopping,79067,credit,10195.32
2857-6449-9986,YC,2024-08-28,4510.44,Groceries,42653,transfer,12126.6
6417-4293-9070,VQ,2024-11-08,2146.13,Utilities,89757,debit,2702.21
4076-4993-4265,EN,2024-05-17,4722.93,Groceries,09084,credit,22447.12
7870-0847-9826,GJ,2024-07-25,4139.32,Restaurant,69349,debit,38202.31
5510-9975-1681,YL,2024-01-17,385.88,Healthcare,28679,credit,2891.12
3087-5320-2313,HE,2024-12-03,2121.48,Gas Station,79401,debit,45316.31
4690-3571-6357,IE,2024-03-25,3362.56,Utilities,70126,credit,26467.23
7841-1031-4418,FI,2024-04-08,2046.5,Healthcare,47628,debit,23122.51
5284-0084-7374,VV,2024-03-08,4166.88,Groceries,84194,credit,38324.82
0014-2227-2923,UN,2024-09-17,3121.7,Travel,50086,credit,29620.06
6494-0168-8527,TE,2024-06-10,1840.45,Groceries,54984,debit,8903.96
2912-6180-4069,SY,2024-02-09,4183.18,Healthcare,50636,credit,12399.19
7907-5201-6749,ZK,2024-03-03,995.72,Groceries,62263,payment,3473.81
5212-3928-4889,EW,2024-06-17,2016.18,Gas Station,90740,credit,9524.62
4033-7168-6110,TZ,2024-11-29,4248.23,Restaurant,92785,credit,8457.82
6789-4854-3432,VT,2024-04-06,3773.64,Utilities,36804,credit,37708.48
5398-8039-7411,JM,2024-07-29,2586.47,Utilities,93998,transfer,16176.03
6019-9638-6561,NI,2024-11-29,1908.88,Restaurant,31622,credit,3448.89
0241-7779-7084,QD,2024-10-25,54.79,Entertainment,22477,credit,21363.97
4889-9368-7026,DU,2024-12-19,16.18,Healthcare,17790,credit,39573.59
8510-1456-5264,CE,2024-06-15,2793.91,Gas Station,94935,credit,30453.17
8710-8302-3134,PZ,2024-08-04,4111.24,Entertainment,57811,payment,36507.19
7502-8389-2528,MU,2024-12-09,4699.76,Online Shopping,68227,payment,18386.62
5573-3987-1140,TK,2024-12-17,2.27,Online Shopping,09731,payment,23837.25
5988-6742-0839,AM,2024-09-12,2618.78,Travel,16656,payment,31247.62
6788-5728-4247,WU,2024-04-23,639.55,Groceries,93943,payment,44563.79
5691-8706-3708,KQ,2024-09-01,662.28,Travel,25905,payment,8672.09
1493-0427-3819,JI,2024-02-29,4599.96,Travel,83041,transfer,33051.93
6365-6920-1285,SG,2024-11-30,1545.71,Restaurant,78899,credit,42100.38
1023-9133-2239,JT,2024-09-05,992.53,Groceries,08717,credit,4531.68
5212-4480-0395,BG,2024-02-05,913.28,Restaurant,32451,payment,22393.82
3510-8511-7629,UN,2024-11-02,2088.55,Travel,58515,transfer,1333.52
1884-3186-6105,FA,2024-05-29,1741.17,Healthcare,45792,debit,10906.82
8268-5086-6563,BH,2024-02-08,466.0,Healthcare,30972,debit,49916.2
4486-0360-1164,UE,2024-03-07,3230.59,Restaurant,28991,credit,36998.71
2848-0300-8532,DF,2024-03-15,3159.68,Healthcare,61808,debit,15467.41
6256-1824-0210,IX,2024-03-11,4941.65,Groceries,98764,payment,2859.15
3276-7208-9797,BT,2024-10-22,1923.78,Restaurant,69818,transfer,2082.16
1650-5705-8865,SZ,2024-03-26,3469.79,Entertainment,59655,transfer,30278.16
0398-1820-4069,SK,2024-06-07,4484.62,Entertainment,23353,credit,40916.87
6121-6886-9540,FH,2024-05-29,4699.51,Gas Station,85959,transfer,5276.35
4289-9479-0775,JI,2024-11-19,2711.12,Healthcare,64003,debit,12487.55
9645-2035-4933,WH,2024-12-01,526.51,Healthcare,48637,debit,28222.13
5444-7594-5854,GU,2024-11-09,290.69,Restaurant,88007,credit,16256.59
3358-8218-4118,AY,2024-06-26,4195.25,Utilities,52267,transfer,41200.51
5023-3513-4665,NU,2024-01-13,814.93,Restaurant,87184,debit,36345.09
6836-0784-7551,PC,2024-03-26,1636.41,Utilities,97920,credit,3415.66
0938-5124-5850,CM,2024-08-12,2231.7,Utilities,47962,credit,12250.27
2177-7277-3173,XT,2024-02-14,3369.37,Online Shopping,34997,transfer,26550.25
7555-6427-4166,XY,2024-03-23,3882.27,Utilities,56955,credit,8295.1
2358-3146-4131,PV,2024-07-03,987.52,Utilities,08427,transfer,7188.27
8206-8991-8159,HJ,2024-12-11,299.8,Online Shopping,95170,transfer,43557.74
7740-5193-3526,HS,2024-06-29,4736.43,Gas Station,69089,debit,9910.91
3047-4240-7129,GG,2024-12-03,858.35,Restaurant,28203,payment,48201.74
1181-8297-4230,ML,2024-04-03,270.92,Restaurant,94805,credit,17520.09
6558-1628-8369,TZ,2024-03-30,873.82,Travel,41003,transfer,47144.32
7865-3752-9300,PF,2024-08-22,2540.83,Healthcare,50456,transfer,4422.39
3073-7350-9546,OS,2024-10-03,4067.14,Travel,14403,payment,3320.11
3074-6646-8777,OY,2024-01-04,714.08,Utilities,55861,credit,9535.89
1993-5582-2064,NI,2024-11-18,1936.6,Healthcare,42066,transfer,23277.49
2268-9655-5434,DF,2024-11-28,1913.19,Groceries,94858,credit,41609.42
7471-6316-5880,XJ,2024-11-01,256.56,Online Shopping,66274,payment,45675.65
4065-3430-3566,YI,2024-06-25,2430.47,Healthcare,35631,transfer,33109.87
5862-5354-2880,ZY,2024-03-13,3710.34,Healthcare,53306,transfer,35940.0
4097-3289-9290,DB,2024-08-23,2318.14,Travel,82334,payment,8540.76
2604-9213-6021,LO,2024-03-11,3408.66,Travel,75979,transfer,45097.36
0420-4825-9685,BV,2024-10-24,4315.97,Groceries,82293,payment,13888.78
0085-0327-9376,XN,2024-03-26,388.82,Gas Station,53932,transfer,7507.81
7087-5957-3583,PP,2024-09-10,1600.29,Travel,91267,credit,22358.03
1296-6603-4395,JR,2024-07-12,4551.27,Utilities,13648,debit,19056.6
7088-1695-3852,SR,2024-04-23,2723.93,Healthcare,95157,credit,4723.19
9346-2958-3645,FU,2024-09-23,451.06,Entertainment,85896,payment,21916.5
2932-3335-4075,GR,2024-04-16,2367.6,Utilities,84689,debit,17345.72
7040-3951-0481,BB,2024-12-15,4123.92,Travel,57644,credit,34851.19
3310-1745-6688,DC,2024-09-09,788.46,Utilities,27395,credit,23995.0
5661-9372-4814,KA,2024-04-14,4101.55,Gas Station,70694,transfer,39380.53
2923-1303-9941,BV,2024-11-07,2507.52,Restaurant,66750,debit,17247.75
2862-0167-0181,PZ,2024-12-12,1002.96,Online Shopping,68150,transfer,20618.05
2618-0115-8828,ZM,2024-07-21,3575.77,Gas Station,70936,transfer,3315.86
0584-7855-4009,EM,2024-01-24,622.45,Groceries,44732,transfer,34788.97
4612-4066-4595,JK,2024-01-02,3816.88,Groceries,74724,credit,28794.11
7837-6414-7235,LV,2024-12-23,3756.12,Groceries,38740,credit,8603.44
2882-8031-4998,PP,2024-04-14,138.23,Entertainment,00691,payment,16131.24
3069-7492-2670,KD,2024-03-26,4588.04,Healthcare,53912,credit,39241.8
3613-5106-2291,IS,2024-02-03,1457.56,Groceries,31002,credit,35869.36
5662-8778-8000,OK,2024-12-26,313.4,Online Shopping,44753,payment,29232.44
4723-0533-1204,SU,2024-04-12,3050.46,Groceries,63952,debit,18317.48
0829-7292-0169,RJ,2024-06-15,2954.43,Healthcare,85419,transfer,4747.45
8230-8390-0426,TK,2024-01-27,1857.17,Utilities,47332,debit,35169.72
5259-0240-8518,QS,2024-05-18,1696.01,Healthcare,33018,transfer,10897.46
7705-1224-2820,BW,2024-09-12,236.42,Healthcare,41555,payment,5629.96
3712-4017-1676,JR,2024-11-26,1524.26,Online Shopping,75739,credit,7871.22
2115-8482-3222,HR,2024-10-23,2471.85,Restaurant,56323,payment,43204.44
0550-2397-0970,KH,2024-04-11,570.13,Healthcare,41430,credit,28762.28
9340-7865-1819,CW,2024-08-19,856.23,Entertainment,75297,credit,7701.14
1058-0558-1990,KE,2024-04-28,2906.03,Travel,93678,credit,38012.74
9146-2111-5239,LE,2024-07-23,1075.49,Restaurant,08414,payment,17244.43
8472-6836-5156,RN,2024-06-02,3375.66,Groceries,35081,transfer,41281.03
0590-8574-5756,PB,2024-01-11,2564.38,Healthcare,46147,credit,14733.02
4786-7478-7901,TE,2024-02-19,2424.67,Groceries,32998,credit,37577.7
4586-4131-1889,MG,2024-05-07,3151.02,Entertainment,62725,debit,46147.48
6157-6405-1027,PV,2024-05-30,3742.77,Groceries,01777,transfer,28002.26
6867-1867-9370,DB,2024-11-29,367.61,Healthcare,04713,credit,16413.18
7575-2502-8903,WK,2024-09-30,919.13,Gas Station,74603,payment,21057.86
2400-7276-3797,FQ,2024-02-28,1865.63,Restaurant,66486,payment,33957.45
6668-8028-3621,YV,2024-08-08,1077.93,Utilities,42292,payment,44093.57
4193-2578-9299,JR,2024-04-05,908.36,Healthcare,94736,debit,6424.63
1387-0158-8908,NM,2024-11-02,905.2,Online Shopping,01875,credit,13061.95
4602-1488-5807,MH,2024-10-11,2865.41,Healthcare,30075,transfer,33579.27
4491-4982-9585,JK,2024-02-29,4666.85,Healthcare,90240,transfer,17043.1
9026-8260-5728,XP,2024-11-11,1577.48,Travel,39529,transfer,39142.54
3664-2715-7857,AB,2024-07-30,4576.86,Healthcare,01511,transfer,42040.37
